,time,character,quote,location,description,Sentiment
1055,1055,Sandra,Okay.,HEADQUARTERS,Sandra approaches the console and takes charge.,0
1056,1056,RILEY,Wait! Stop! I wanna get off.,BUS,Feeling comes back to Riley: her expression changes from listless to sad. She stands.,0
1057,1057,MOM,(on phone) Alright. Thank you. We will. (to Dad) Her teacher hasn't even seen Riley all day.,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers.",0
1058,1058,DAD,What? I can't believe this.,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers.",0
1059,1059,MOM,What was she wearing last? Do you even remember what--,SAN FRANCISCO HOUSE,"Mom sits at the table, on the phone. Dad hovers.",0
1060,1060,MOM,Riley!,SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.,0
1061,1061,DAD,"Riley, there you are! Thank goodness!",SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.,0
1062,1062,MOM,"Oh, we were worried sick! Where have you been? It's so late...",SAN FRANCISCO HOUSE,The door opens. Riley walks in. They rush over to her.,-1
1063,1063,RILEY,I know you don't want me to but... I miss home. I miss Minnesota.,SAN FRANCISCO HOUSE,Riley cries.,-2
1064,1064,RILEY,"You need me to be happy, but... I want my old friends, and my hockey team... I wanna go home. Please don't be mad.",SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",0
1065,1065,MOM,Oh sweetie...,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",0
1066,1066,DAD,We're not mad. You know what? I miss Minnesota too. I miss the woods where we took hikes.,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",-2
1067,1067,MOM,And the back yard where you used to play.,SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",0
1068,1068,DAD,"Spring Lake, where you learned to skate.",SAN FRANCISCO HOUSE,"Mom and Dad, concerned, listen quietly.",0
1069,1069,DAD,Come here.,SAN FRANCISCO HOUSE,Riley cries harder.,0
1070,1070,Felipe,"Hey, I'm liking this new view.",HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",1
1071,1071,Angelo,Friendship Island has expanded. Glad they finally opened that Friendly Arguments section.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",0
1072,1072,Sandra,I like Tragic Vampire Romance Island.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",1
1073,1073,Diane,Fashion Island. Everyone shut up!,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",0
1074,1074,Felipe,Boy Band Island. Hope that's just a phase.,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",0
1075,1075,Joyce,"Say what you want, I think it's all beautiful.",HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",0
1076,1076,WORKER FRITZ,Alright!,HEADQUARTERS,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality.",0
1077,1077,WORKER FRITZ,There you go. Your new expanded console is up and running.,HEADQUARTERS,"The Emotions turn to see workers at a new, larger console.",0
1078,1078,Joyce,Whoa!,HEADQUARTERS,The new console lights up.,0
1083,1083,Diane,Cool. Upgrade!,HEADQUARTERS,The new console lights up.,0
1084,1084,Joyce,Ooohh.,HEADQUARTERS,The new console lights up.,0
1085,1085,Felipe,"Hey! Whoa! Whoops, wait. Did I just do that?",HEADQUARTERS,Felipe leans on the console. BEEP!,0
1086,1086,Diane,(re: a warning light label) Hey guys? What's pub-er-ty?,HEADQUARTERS,Felipe leans on the console. BEEP!,-1
1087,1087,Joyce,I don't know. It's probably not important.,HEADQUARTERS,Felipe leans on the console. BEEP!,0
1088,1088,Angelo,Whoa. I have access to the entire Curse Word Library! This new console is the sh--,HEADQUARTERS,Felipe leans on the console. BEEP!,0
1089,1089,Felipe,Sorry. I did it again. My bad.,HEADQUARTERS,Felipe leans on the console. BEEP!,0
1090,1090,Diane,(pointing to screen) They're getting to the rink!,HEADQUARTERS,Felipe leans on the console. BEEP!,0
1091,1091,DAD,"Now when you get out there, you be aggressive!",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,0
1092,1092,RILEY,"(embarrassed) I know, Dad.",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,0
1093,1093,MOM,-- but not too aggressive.,HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,0
1094,1094,RILEY,"You know, you guys don't have to come to every game.",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.,0
1095,1095,DAD,Are you kidding? I'm not missing one! GO FOGHORNS!,HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.,0
1096,1096,MOM,GO RILEY! FOGHORNS ARE THE BEST!,HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.,0
1097,1097,RILEY,"Okay, okay. I gotta go.",HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.,0
1098,1098,Joyce,Awww...,HEADQUARTERS,All the Emotions at the control panel.,0
1099,1099,Felipe,They love us!,HEADQUARTERS,All the Emotions at the control panel.,1
1100,1100,Angelo,"Yeah, Mom and Dad are pretty cool.",HEADQUARTERS,All the Emotions at the control panel.,1
1101,1101,Diane,"Guys, of course they are. But we can't SHOW IT!",HEADQUARTERS,All the Emotions at the control panel.,0
1102,1102,DAD'S Felipe,She loved the face painting!,DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.,1
1103,1103,DAD'S Angelo,Ha! Told you it was a great idea!,DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.,1
1104,1104,MOM'S Angelo,Best idea he's had in awhile.,MOM'S HEADQUARTERS,All Mom's Emotions are also painted.,0
1105,1105,MOM'S Sandra,He's a really good guy.,MOM'S HEADQUARTERS,All Mom's Emotions are also painted.,1
1106,1106,MOM'S Felipe,Just in case.,MOM'S HEADQUARTERS,They all sigh. Mom's Angelo tosses the MEMORY of the Brazilian helicopter pilot. Mom's Felipe retrieves it.,0
1107,1107,RILEY,Oh. Sorry!,HOCKEY RINK,Riley walks towards the ice and bumps into A TEEN BOY. He drops his water bottle. She picks it up for him.,0
1108,1108,GIRL ALARM,GIRL! GIRL! GIRL!,HEADQUARTERS,"A dirty, chaotic room. Stuff everywhere.",0
1109,1109,RILEY,Uhh... Ooooo-kay. Bye!,HOCKEY RINK,"The boy stands stunned, unable to speak. Riley hands him the water bottle.",0
1110,1110,HOCKEY TEAMMATE,"All set, Riley?",HOCKEY RINK,"Riley skates out onto the ice, looking back over her shoulder... with a hint of a smile?",0
1111,1111,Joyce,You ready?,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others.",0
1112,1112,Sandra,Yeah!,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others.",0
1113,1113,Joyce,Alright. Let's play some hockey!,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others.",0
1114,1114,Joyce,"All right Angelo, take it!",HOCKEY RINK,Riley faces off. The puck drops.,1
1115,1115,Angelo,Give us that puck or you're dead meat!,HOCKEY RINK,Riley faces off. The puck drops.,-1
1116,1116,Felipe,On our left! On our left!,HOCKEY RINK,Riley gets it!,0
1117,1117,Diane,Let's just try not to get all smelly this time.,HOCKEY RINK,An opponent steals the puck.,-1
1118,1118,Sandra,"Hooh, Mom and Dad are watching us fail.",HOCKEY RINK,An opponent steals the puck.,0
1119,1119,Angelo,Not today!,HOCKEY RINK,An opponent steals the puck.,0
1120,1120,Joyce,"We've been through a lot lately, that's for sure. But we still love our girl. She has great new friends, a great new house... things couldn't be better! After all, Riley's 12 now. What could happen?",HOCKEY RINK,Riley regains the puck and skates off with a smile.,3
