time,scene_number,scene_name,character,quote,location,description,dialogue_act_type
468,4,Try to escape from Long-Term Memory,DAD,Come on. (tries more monkey noises),SAN FRANCISCO HOUSE,"Felipe looks at the empty Core Memory Holder, then out the window: GOOFBALL ISLAND is dark and silent.",Statement
469,4,Try to escape from Long-Term Memory,Joyce,Ahhh! Go back! RUN! RUN! RUN!,GOOFBALL ISLAND,Joyce sees the lightline breaking ahead.,Emphasis
470,4,Try to escape from Long-Term Memory,Joyce,What-- ?,LONG-TERM MEMORY,"They leap across the buckling bridge, making it over to the cliff just in time to see Goofball Island fall into the dump.",whQuestion
471,4,Try to escape from Long-Term Memory,DAD,"I get it, you need some alone time. We'll talk later.",SAN FRANCISCO HOUSE,"Joyce watches it sink. FLASH CUTS of Young Riley: * Riley twirling until she falls over. * The family jumping on a trampoline. * Riley riding on Dad's shoulders, making silly faces with ice cream all over her face.",Statement
472,4,Try to escape from Long-Term Memory,Diane,We have a major problem.,HEADQUARTERS,The Emotions stare out the back window in disbelief.,Reject
473,4,Try to escape from Long-Term Memory,Felipe,"Ohh, Joyce where are you?",HEADQUARTERS,The Emotions stare out the back window in disbelief.,whQuestion
474,4,Try to escape from Long-Term Memory,Sandra,"We lost Goofball Island. That means she can lose Friendship, and Hockey, and Honesty, and Family! You can fix this, right Joyce?",LONG-TERM MEMORY,Joyce and Sandra stare down into the abyss.,Other
475,4,Try to escape from Long-Term Memory,Joyce,I... I don't know. (Sandra sighs in despair) But we have to try. C'mon.,LONG-TERM MEMORY,Joyce and Sandra stare down into the abyss.,Statement
476,4,Try to escape from Long-Term Memory,Joyce,"Riley's gone to sleep. (more sighs from Sandra) ...which is a good thing, when you think about it, because nothing else bad can happen while she's asleep!  We'll be back to Headquarters before she wakes up. We'll just go across Friendship Island.",LONG-TERM MEMORY,The sky darkens.,Clarify
477,4,Try to escape from Long-Term Memory,Sandra,"We'll never make it, hoh... nooo...",LONG-TERM MEMORY,"Shelves jut out over the cliff edge, making Friendship Island inaccessible.",Emphasis
478,4,Try to escape from Long-Term Memory,Joyce,"No, no, no, don't obsess over the weight of life's problems, remember the funny movie where the dog dies?!",LONG-TERM MEMORY,"Shelves jut out over the cliff edge, making Friendship Island inaccessible.",nAnswer
479,4,Try to escape from Long-Term Memory,Joyce,"Uhhh, Sandra, we don't have time for this.",LONG-TERM MEMORY,Sandra face plants.,Reject
480,4,Try to escape from Long-Term Memory,Joyce,We'll just have to go around! Take the scenic route.,LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,Emphasis
481,4,Try to escape from Long-Term Memory,Sandra,"Wait! Joyce, you could get lost in there!",LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,Emphasis
482,4,Try to escape from Long-Term Memory,Joyce,Think positive!,LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,Emphasis
483,4,Try to escape from Long-Term Memory,Sandra,Okay. I'm positive you will get lost in there. That's Long-Term Memory. An endless warren of corridors and shelves. I read about it in the manuals.,LONG-TERM MEMORY,She looks to her side. Memory shelves wind into the distance. Joyce heads off into the maze.,Statement
484,4,Try to escape from Long-Term Memory,Joyce,The manuals? The manuals! You read the manuals!,LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,whQuestion
485,4,Try to escape from Long-Term Memory,Sandra,Yeah...,LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,Accept
486,4,Try to escape from Long-Term Memory,Joyce,So you know the way back to headquarters!,LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,Statement
487,4,Try to escape from Long-Term Memory,Sandra,"I, guess...",LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,Statement
488,4,Try to escape from Long-Term Memory,Joyce,"You are my map! Let's go! Lead on, Mind Map! Show me where we're going!",LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,Emphasis
489,4,Try to escape from Long-Term Memory,Sandra,"Okay! Only, I'm too sad to walk. Just give me a few... hours.",LONG-TERM MEMORY,Joyce stops. Sandra is right. But wait!,nAnswer
490,4,Try to escape from Long-Term Memory,Joyce,Which way? Left?,LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,whQuestion
491,4,Try to escape from Long-Term Memory,Sandra,"Right. (Joyce turns right) No. I mean, go left. I said left was right, like correct.",LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,nAnswer
492,4,Try to escape from Long-Term Memory,Joyce,Okay.,LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,Statement
493,4,Try to escape from Long-Term Memory,Sandra,This actually feels kind of nice.,LONG-TERM MEMORY,Joyce grabs Sandra' leg and DRAGS her into the shelves.,Clarify
494,4,Try to escape from Long-Term Memory,Joyce,Okay! Here we go. We'll be back to Headquarters before morning. We can do it. This'll be easy. This is working!,LONG-TERM MEMORY,Joyce heads off into the COMPLICATED LABYRINTH ahead of them.,Emphasis
495,4,Try to escape from Long-Term Memory,Joyce,This is not working. Are we getting close?,LONG-TERM MEMORY,"Joyce, exhausted, drags Sandra through the maze of shelves.",whQuestion
496,4,Try to escape from Long-Term Memory,Sandra,"Yeah. Just another right. And a left. Then another left, and a right...",LONG-TERM MEMORY,"Joyce, exhausted, drags Sandra through the maze of shelves.",Statement
497,4,Try to escape from Long-Term Memory,Joyce,Are you sure you know where we're going? Because we seem to be walking AWAY from Headquarters--,LONG-TERM MEMORY,"Joyce, exhausted, drags Sandra through the maze of shelves.",Clarify
498,4,Try to escape from Long-Term Memory,Joyce,Riley's awake.,LONG-TERM MEMORY,The SKY BRIGHTENS. Day. And they're still lost.,Statement
499,4,Try to escape from Long-Term Memory,Joyce,"Ah ah ah, don't touch, remember? If you touch them, they stay sad!",LONG-TERM MEMORY,Joyce drops a core memory. Sandra reaches to grab it.,Reject
500,4,Try to escape from Long-Term Memory,Sandra,Oh. Sorry. I won't...,LONG-TERM MEMORY,Joyce drops a core memory. Sandra reaches to grab it.,Statement
501,4,Try to escape from Long-Term Memory,Sandra,...starting now.,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,Statement
502,4,Try to escape from Long-Term Memory,Joyce,I can't take much more of this.,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,Statement
503,4,Try to escape from Long-Term Memory,MALE FORGETTER,Forget 'em!,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,Emphasis
504,4,Try to escape from Long-Term Memory,Joyce,Mind Workers!,LONG-TERM MEMORY,Joyce looks behind her. The bottom row of memories are BLUE.,Emphasis
505,4,Try to escape from Long-Term Memory,Sandra,But Joyce we're almost... ohhhh.,LONG-TERM MEMORY,Joyce runs off toward the voice.,Clarify
506,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,Phone numbers. We don't need all of these. They're in her phone.,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,Statement
507,4,Try to escape from Long-Term Memory,MALE FORGETTER,Just forget all of that. Please. Forget it!,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,Emphasis
508,4,Try to escape from Long-Term Memory,Joyce,Excuse me. Hi. I need to find Friendship Island...,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,Statement
509,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,(pointing to memories) Look at this. Four years of piano lessons.,LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,Clarify
510,4,Try to escape from Long-Term Memory,MALE FORGETTER,"Yeah, looks pretty faded.",LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,Accept
511,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,"You know what? Save Chopsticks and Heart and Soul, get rid of the rest.",LONG-TERM MEMORY,Joyce finds two workers vacuuming up memories from the shelves.,Continuer
512,4,Try to escape from Long-Term Memory,Joyce,Are you--,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,Statement
513,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,U.S. Presidents. What do you think?,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,whQuestion
514,4,Try to escape from Long-Term Memory,MALE FORGETTER,"Eh, just keep Washington, Lincoln and the fat one.",LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,nAnswer
515,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,Forget 'em!,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,Emphasis
516,4,Try to escape from Long-Term Memory,Joyce,Hey! You can't throw those away! Those are perfectly good memories.,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,Reject
517,4,Try to escape from Long-Term Memory,MALE FORGETTER,The names of every Cutie Pie Princess doll?,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,Other
518,4,Try to escape from Long-Term Memory,Joyce,"Yes! That is critical information! Glitterstorm, Honeypants, Officer Justice...",LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,yAnswer
519,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,Forget 'em!,LONG-TERM MEMORY,Zoop! The memories get vacuumed up.,Emphasis
520,4,Try to escape from Long-Term Memory,Joyce,Hey! Bring those back.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Clarify
521,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,They're in the dump. Nothing comes back from the dump.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Statement
522,4,Try to escape from Long-Term Memory,MALE FORGETTER,"Yeah. Look lady, this is our job, OK?",LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,yAnswer
523,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,"When Riley doesn't care about a memory, it fades.",LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Reject
524,4,Try to escape from Long-Term Memory,Joyce,Fades?,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,ynQuestion
525,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,Happens to the best of 'em.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Statement
526,4,Try to escape from Long-Term Memory,MALE FORGETTER,(pulls memory from a cart) Except for this bad boy! This one will NEVER fade.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Other
527,4,Try to escape from Long-Term Memory,Joyce,(recognizing it) The song from the gum commercial?,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,whQuestion
528,4,Try to escape from Long-Term Memory,MALE FORGETTER,(conspiratorial) Sometimes we send that one up to headquarters for no reason.,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Reject
529,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,It just plays in Riley's head over and over again. Like a million times! Ha! Let's watch it again!,LONG-TERM MEMORY,The memories shoot out a sewer pipe and fall into the darkness of the Memory Dump.,Other
530,4,Try to escape from Long-Term Memory,MALE FORGETTER,"Tripledent gum will make you smile! Tripledent gum! It lasts a while! Tripledent gum will help you, mister, to punch bad breath right in the kisser.",LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,Emphasis
531,4,Try to escape from Long-Term Memory,Joyce,We all know the song. Okay. Yup. Real catchy.,LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,yAnswer
532,4,Try to escape from Long-Term Memory,MALE FORGETTER,(to Female Forgetter) What do ya think? Should we do it?,LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,whQuestion
533,4,Try to escape from Long-Term Memory,FEMALE FORGETTER,Yeah! Ha ha!,LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,Emphasis
534,4,Try to escape from Long-Term Memory,MALE FORGETTER,"OK, here we go! Ha ha ha!",LONG-TERM MEMORY,She rewinds it and plays it again. They sing along.,Emphasis
535,4,Try to escape from Long-Term Memory,GUM MEMORY,Tripledent gum will make you smile! Tripledent gum! It lasts a while--,HEADQUARTERS,"Felipe, Angelo and Diane are having a peaceful morning. The memory drops into Headquarters, playing at full volume.",Emphasis
536,4,Try to escape from Long-Term Memory,Angelo,Wha-- this again!?!,HEADQUARTERS,"Felipe, Angelo and Diane are having a peaceful morning. The memory drops into Headquarters, playing at full volume.",Emphasis
537,4,Try to escape from Long-Term Memory,Joyce,(following them) Wait!  Do you know how to get to Friendship Island?!,LONG-TERM MEMORY,"The Forgetters walk away, laughing and singing.",whQuestion
538,5,Meet Bing Bong,MEG,(on the computer) Do you like it there? Did you feel any earthquakes? Is the bridge cool?,SAN FRANCISCO HOUSE,"Riley, laptop on her stomach, hums the Tripledent gum song.",ynQuestion
539,5,Meet Bing Bong,RILEY,"Yeah, it's good. What happened with the playoffs?",SAN FRANCISCO HOUSE,"Riley, laptop on her stomach, hums the Tripledent gum song.",whQuestion
540,5,Meet Bing Bong,MEG,"We won the first game. Coach says we might actually go to the finals this year. Oh, and we've got this new girl on the team. She's so cool.",SAN FRANCISCO HOUSE,"Riley, laptop on her stomach, hums the Tripledent gum song.",Clarify
541,5,Meet Bing Bong,Diane,"Oh, she did NOT just say that.",HEADQUARTERS,"Riley, laptop on her stomach, hums the Tripledent gum song.",Reject
542,5,Meet Bing Bong,Felipe,A NEW GIRL? Meg has a new friend already?!,HEADQUARTERS,"Riley, laptop on her stomach, hums the Tripledent gum song.",ynQuestion
543,5,Meet Bing Bong,Diane,"Hey hey, stay happy! We do NOT want to lose any more islands here guys!",HEADQUARTERS,Angelo GROWLS.,ynQuestion
544,5,Meet Bing Bong,MEG,We can pass the puck to each other without even looking. It's like mind reading!,SAN FRANCISCO HOUSE,Angelo GROWLS.,Clarify
545,5,Meet Bing Bong,Angelo,"You like to read minds, Meg? I got something for you to read right here! (grabbing the controls)",HEADQUARTERS,Angelo GROWLS.,Statement
546,5,Meet Bing Bong,Diane,"No no no, what are you doing?!",HEADQUARTERS,Angelo GROWLS.,whQuestion
547,5,Meet Bing Bong,Felipe,"Wait, wait-- let's just be calm for one second--",HEADQUARTERS,Angelo GROWLS.,Other
548,5,Meet Bing Bong,Angelo,GAAAAAA!!!!,HEADQUARTERS,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,Emphasis
549,5,Meet Bing Bong,MEG,I heard they have parrots living in-,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,Reject
550,5,Meet Bing Bong,RILEY,I gotta go.,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,Statement
551,5,Meet Bing Bong,MEG,What?,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,whQuestion
552,5,Meet Bing Bong,RILEY,I GOTTA GO.,SAN FRANCISCO HOUSE,Angelo snaps Felipe's nose like a rubber band. Angelo slams the controls forward like a lunatic.,Statement
553,5,Meet Bing Bong,Joyce,What...?,LONG-TERM MEMORY,"Joyce follows the Forgetters, trying to get directions. They ignore her, singing the gum-commercial jingle. A horrible mechanical GROANING sound. Joyce reacts.",whQuestion
554,5,Meet Bing Bong,Joyce,Friendship Island?,LONG-TERM MEMORY,Joyce rounds a corner and sees Friendship Island crumbling.,whQuestion
555,5,Meet Bing Bong,Joyce,Wh-- ?,LONG-TERM MEMORY,The FRIENDSHIP CORE MEMORY Joyce holds fades. She runs forward.,ynQuestion
