time,character,quote,location,description
1083,Diane,Cool. Upgrade!,HEADQUARTERS,The new console lights up.
1084,Joyce,Ooohh.,HEADQUARTERS,The new console lights up.
1085,Felipe,"Hey! Whoa! Whoops, wait. Did I just do that?",HEADQUARTERS,Felipe leans on the console. BEEP!
1086,Diane,(re: a warning light label) Hey guys? What's pub-er-ty?,HEADQUARTERS,Felipe leans on the console. BEEP!
1087,Joyce,I don't know. It's probably not important.,HEADQUARTERS,Felipe leans on the console. BEEP!
1088,Angelo,Whoa. I have access to the entire Curse Word Library! This new console is the sh--,HEADQUARTERS,Felipe leans on the console. BEEP!
1089,Felipe,Sorry. I did it again. My bad.,HEADQUARTERS,Felipe leans on the console. BEEP!
1090,Diane,(pointing to screen) They're getting to the rink!,HEADQUARTERS,Felipe leans on the console. BEEP!
1091,DAD,"Now when you get out there, you be aggressive!",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1092,RILEY,"(embarrassed) I know, Dad.",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1093,MOM,-- but not too aggressive.,HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1094,RILEY,"You know, you guys don't have to come to every game.",HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1095,DAD,Are you kidding? I'm not missing one! GO FOGHORNS!,HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.
1096,MOM,GO RILEY! FOGHORNS ARE THE BEST!,HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.
1097,RILEY,"Okay, okay. I gotta go.",HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.
1098,Joyce,Awww...,HEADQUARTERS,All the Emotions at the control panel.
1099,Felipe,They love us!,HEADQUARTERS,All the Emotions at the control panel.
1100,Angelo,"Yeah, Mom and Dad are pretty cool.",HEADQUARTERS,All the Emotions at the control panel.
1101,Diane,"Guys, of course they are. But we can't SHOW IT!",HEADQUARTERS,All the Emotions at the control panel.
1102,DAD'S Felipe,She loved the face painting!,DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.
1103,DAD'S Angelo,Ha! Told you it was a great idea!,DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.
1104,MOM'S Angelo,Best idea he's had in awhile.,MOM'S HEADQUARTERS,All Mom's Emotions are also painted.
1105,MOM'S Sandra,He's a really good guy.,MOM'S HEADQUARTERS,All Mom's Emotions are also painted.
1106,MOM'S Felipe,Just in case.,MOM'S HEADQUARTERS,They all sigh. Mom's Angelo tosses the MEMORY of the Brazilian helicopter pilot. Mom's Felipe retrieves it.
1107,RILEY,Oh. Sorry!,HOCKEY RINK,Riley walks towards the ice and bumps into A TEEN BOY. He drops his water bottle. She picks it up for him.
1108,GIRL ALARM,GIRL! GIRL! GIRL!,HEADQUARTERS,"A dirty, chaotic room. Stuff everywhere."
1109,RILEY,Uhh... Ooooo-kay. Bye!,HOCKEY RINK,"The boy stands stunned, unable to speak. Riley hands him the water bottle."
1110,HOCKEY TEAMMATE,"All set, Riley?",HOCKEY RINK,"Riley skates out onto the ice, looking back over her shoulder... with a hint of a smile?"
1111,Joyce,You ready?,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others."
1112,Sandra,Yeah!,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others."
1113,Joyce,Alright. Let's play some hockey!,HEADQUARTERS,"Joyce and Sandra stand side by side at the new console, flanked by the others."
1114,Joyce,"All right Angelo, take it!",HOCKEY RINK,Riley faces off. The puck drops.
1115,Angelo,Give us that puck or you're dead meat!,HOCKEY RINK,Riley faces off. The puck drops.
1116,Felipe,On our left! On our left!,HOCKEY RINK,Riley gets it!
1117,Diane,Let's just try not to get all smelly this time.,HOCKEY RINK,An opponent steals the puck.
1118,Sandra,"Hooh, Mom and Dad are watching us fail.",HOCKEY RINK,An opponent steals the puck.
1119,Angelo,Not today!,HOCKEY RINK,An opponent steals the puck.
1120,Joyce,"We've been through a lot lately, that's for sure. But we still love our girl. She has great new friends, a great new house... things couldn't be better! After all, Riley's 12 now. What could happen?",HOCKEY RINK,Riley regains the puck and skates off with a smile.
