time,character,quote,location,description
1002,MIND WORKER COP #1,So you're saying your husband was blown away by an elephant.,"INT. IMAGINATIONLAND, CLOUD TOWN",Two MIND WORKER COPS are questioning a CLOUD WITNESS.
1003,MIND WORKER COP #1,Was he with anyone?,"INT. IMAGINATIONLAND, CLOUD TOWN",The Cloud Witness nods. Sadness runs past the crime scene. They don't notice.
1004,CLOUD WITNESS,Yes! And there she is!,"INT. IMAGINATIONLAND, CLOUD TOWN",The Cloud Witness nods. Sadness runs past the crime scene. They don't notice.
1005,MIND WORKER COP #1,(runs after Joy) Hey! Come back here!,"INT. IMAGINATIONLAND, CLOUD TOWN","Joy runs right through the Cloud Witness, dissipating her."
1006,MIND WORKER COP #2,"Forget it, Jake. It's Cloud Town.","INT. IMAGINATIONLAND, CLOUD TOWN","Joy runs right through the Cloud Witness, dissipating her."
1007,JOY,What? Sadness!,"EXT. IMAGINATIONLAND, CLIFF EDGE","Joy searches for Sadness. Suddenly, rain falls on her. Above, Sadness is floating on a chunk of rain cloud, away from Headquarters."
1008,SADNESS,(crying) I only make everything worse!,"EXT. IMAGINATIONLAND, CLIFF EDGE","Joy searches for Sadness. Suddenly, rain falls on her. Above, Sadness is floating on a chunk of rain cloud, away from Headquarters."
1009,JOY,Wait-- Sadness! We've gotta get you back to... (Sadness is too far away) Ugh.,"EXT. IMAGINATIONLAND, CLIFF EDGE","Joy searches for Sadness. Suddenly, rain falls on her. Above, Sadness is floating on a chunk of rain cloud, away from Headquarters."
1010,ANGER,It's stuck!,INT. HEADQUARTERS,"Anger tries to untwist the Idea Bulb, but IT WON'T MOVE."
1011,DISGUST,Oh great.,INT. HEADQUARTERS,"Anger tries to untwist the Idea Bulb, but IT WON'T MOVE."
1012,FEAR,Whadayamean it's stuck?!?,INT. HEADQUARTERS,"Anger tries to untwist the Idea Bulb, but IT WON'T MOVE."
1013,DISGUST,Now what?,INT. HEADQUARTERS,"Anger tries to untwist the Idea Bulb, but IT WON'T MOVE."
1014,FEAR,"Oh, no, no, no. What is THIS?!",INT. HEADQUARTERS,A strange BLACKNESS spreads over the console.
1015,FEAR,"Oh, how do we stop it?",INT. HEADQUARTERS,Riley walks down the aisle of the bus.
1016,DISGUST,I got it! Make her feel scared! That'll make her change her mind!,INT. HEADQUARTERS,Riley walks down the aisle of the bus.
1017,FEAR,Brilliant!,INT. HEADQUARTERS,Riley walks down the aisle of the bus.
1018,DISGUST,I know it's brilliant. Do it!,INT. HEADQUARTERS,Riley walks down the aisle of the bus.
1019,FEAR,Ahh! Nothing's working! Why isn't it working??,INT. HEADQUARTERS,Fear frantically pushes buttons.
1020,ANGER,Let me try!,INT. HEADQUARTERS,Fear frantically pushes buttons.
1021,DISGUST,"Great, you broke it!",INT. HEADQUARTERS,Disgust and Fear pound on the console buttons.
1022,FEAR,"No, I didn't!",INT. HEADQUARTERS,Disgust and Fear pound on the console buttons.
1023,ANGER,Let me do it!,INT. HEADQUARTERS,Disgust and Fear pound on the console buttons.
1024,FEAR,Guys. We can't make Riley feel anything.,INT. HEADQUARTERS,"By now, the console is mostly black."
1025,ANGER,What have we done?,INT. HEADQUARTERS,Riley sits on the bus.
1026,JOY,"Hey! Hey, look at me. Did you mean what you said before?","EXT. IMAGINATIONLAND, BOYFRIEND GENERATOR",Joy runs up to Riley's Imaginary Boyfriend.
1027,IMAGINARY BOYFRIEND,I would die for Riley! I would die for Riley!,"EXT. IMAGINATIONLAND, BOYFRIEND GENERATOR",Joy runs up to Riley's Imaginary Boyfriend.
1028,JOY,"Yeah, yeah, okay, Haircut. Time to prove it.","EXT. IMAGINATIONLAND, BOYFRIEND GENERATOR",Joy runs up to Riley's Imaginary Boyfriend.
1029,HOUSE OF CARDS WORKER,(angry) That's it! I fold!,"EXT. IMAGINATIONLAND, BALLOON TREES","Joy pulls a balloon free from a TWISTY BALLOON PALM TREE. She aims it towards the approaching Sadness and unties it. PTHHPT! The balloon blows Sadness back over the MEMORY DUMP. In the process, the HOUSE OF CARDS behind them collapses."
1030,JOY,"(to herself) This is crazy, this is crazy... No, no, no! Joy! Be positive. (beat) I am POSITIVE this is crazy!","EXT. LONG-TERM MEMORY CLIFFS, NEAR FAMILY ISLAND","Joy sights Sadness and aligns herself with Family Island. She dumps the satchel, pouring out the Boyfriends. Their momentum pulls her to the top of a TOWER OF BOYFRIENDS."
1031,JOY,NOW!,"EXT. LONG-TERM MEMORY CLIFFS, NEAR FAMILY ISLAND","Joy spots the trampoline on Family Island, then Sadness floating away. She times it..."
1032,IMAGINARY BOYFRIENDS,For Riley!,"EXT. LONG-TERM MEMORY CLIFFS, NEAR FAMILY ISLAND",The tower tips forward.
1033,JOY,Gotcha!,"EXT. LONG-TERM MEMORY CLIFFS, NEAR FAMILY ISLAND","Joy falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sadness. She intercepts Sadness midair..."
1034,SADNESS,Joy?,"EXT. LONG-TERM MEMORY CLIFFS, NEAR FAMILY ISLAND","Joy falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sadness. She intercepts Sadness midair..."
1035,JOY,Hang on!,"EXT. LONG-TERM MEMORY CLIFFS, NEAR FAMILY ISLAND","Joy falls towards Family Island, bounces on the TRAMPOLINE, flying up towards Sadness. She intercepts Sadness midair..."
1036,FEAR,"Ohhh, I wish Joy was here!",INT. HEADQUARTERS,"Anger, Fear and Disgust watch the screen, worried."
1037,DISGUST,It's Joy!,INT. HEADQUARTERS,"SPLAT! Joy and Sadness hit the back window and slide down, grabbing the window edge. The Emotions run to the window."
1038,ANGER,Stand back! Arrrrgh!,INT. HEADQUARTERS,"SPLAT! Joy and Sadness hit the back window and slide down, grabbing the window edge. The Emotions run to the window."
1039,DISGUST,(sarcastically) That worked.,INT. HEADQUARTERS,Anger throws a chair at the window. It bounces off.
1040,ANGER,"Well, what would you do, if you're so smart?!",INT. HEADQUARTERS,Anger throws a chair at the window. It bounces off.
1041,DISGUST,"I'd tell you, but you're too dumb to understand.",INT. HEADQUARTERS,He's smoldering. Disgust's eyes light up.
1042,ANGER,What?!,INT. HEADQUARTERS,He's smoldering. Disgust's eyes light up.
1043,DISGUST,"Of course your tiny brain is confused. Guess I'll just have to dumb it down to your level. Sorry I don't speak moron as well as you, but let me try: Duuuuhhhhh.",INT. HEADQUARTERS,He's smoldering. Disgust's eyes light up.
1044,FEAR,"Oh, thank goodness you're back.",INT. HEADQUARTERS,"Anger explodes, bursting into full blowtorch flames. Disgust, sporting a welding mask, picks him up and blows a hole in the window. Joy and Sadness climb through. Anger Fear and Disgust all talk at the same time, explaining:"
1045,DISGUST,Things are really messed up.,INT. HEADQUARTERS,"Anger explodes, bursting into full blowtorch flames. Disgust, sporting a welding mask, picks him up and blows a hole in the window. Joy and Sadness climb through. Anger Fear and Disgust all talk at the same time, explaining:"
1046,ANGER,"We found this idea, and now Riley's on a bus heading for Minnesota!",INT. HEADQUARTERS,"Anger explodes, bursting into full blowtorch flames. Disgust, sporting a welding mask, picks him up and blows a hole in the window. Joy and Sadness climb through. Anger Fear and Disgust all talk at the same time, explaining:"
1047,DISGUST,"Joy, you've got to fix this. Get up there.",INT. HEADQUARTERS,The bus starts to pull away.
1048,JOY,"Sadness, it's up to you.",INT. HEADQUARTERS,The bus starts to pull away.
1049,SADNESS,Me?,INT. HEADQUARTERS,The bus starts to pull away.
1050,ANGER,Sadness?!?,INT. HEADQUARTERS,Joy pushes Sadness towards the console.
1051,FEAR,Sadness?!?,INT. HEADQUARTERS,Joy pushes Sadness towards the console.
1052,DISGUST,Sadness?!?,INT. HEADQUARTERS,Joy pushes Sadness towards the console.
1053,SADNESS,"I can't, Joy.",INT. HEADQUARTERS,Joy pushes Sadness towards the console.
1054,JOY,Yes you can. Riley needs you.,INT. HEADQUARTERS,Joy pushes Sadness towards the console.
1055,SADNESS,Okay.,INT. HEADQUARTERS,Sadness approaches the console and takes charge.
1056,RILEY,Wait! Stop! I wanna get off.,INT. BUS - NIGHT,Feeling comes back to Riley: her expression changes from listless to sad. She stands.
1057,MOM,(on phone) Alright. Thank you. We will. (to Dad) Her teacher hasn't even seen Riley all day.,INT. SAN FRANCISCO DINING ROOM - NIGHT,"Mom sits at the table, on the phone. Dad hovers."
1058,DAD,What? I can't believe this.,INT. SAN FRANCISCO DINING ROOM - NIGHT,"Mom sits at the table, on the phone. Dad hovers."
1059,MOM,What was she wearing last? Do you even remember what--,INT. SAN FRANCISCO DINING ROOM - NIGHT,"Mom sits at the table, on the phone. Dad hovers."
1060,MOM,Riley!,INT. SAN FRANCISCO DINING ROOM - NIGHT,The door opens. Riley walks in. They rush over to her.
1061,DAD,"Riley, there you are! Thank goodness!",INT. SAN FRANCISCO DINING ROOM - NIGHT,The door opens. Riley walks in. They rush over to her.
1062,MOM,"Oh, we were worried sick! Where have you been? It's so late...",INT. SAN FRANCISCO DINING ROOM - NIGHT,The door opens. Riley walks in. They rush over to her.
1063,RILEY,I know you don't want me to but... I miss home. I miss Minnesota.,INT. SAN FRANCISCO DINING ROOM,Riley cries.
1064,RILEY,"You need me to be happy, but... I want my old friends, and my hockey team... I wanna go home. Please don't be mad.",INT. SAN FRANCISCO DINING ROOM,"Mom and Dad, concerned, listen quietly."
1065,MOM,Oh sweetie...,INT. SAN FRANCISCO DINING ROOM,"Mom and Dad, concerned, listen quietly."
1066,DAD,We're not mad. You know what? I miss Minnesota too. I miss the woods where we took hikes.,INT. SAN FRANCISCO DINING ROOM,"Mom and Dad, concerned, listen quietly."
1067,MOM,And the back yard where you used to play.,INT. SAN FRANCISCO DINING ROOM,"Mom and Dad, concerned, listen quietly."
1068,DAD,"Spring Lake, where you learned to skate.",INT. SAN FRANCISCO DINING ROOM,"Mom and Dad, concerned, listen quietly."
1069,DAD,Come here.,INT. SAN FRANCISCO DINING ROOM,Riley cries harder.
1070,FEAR,"Hey, I'm liking this new view.",INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1071,ANGER,Friendship Island has expanded. Glad they finally opened that Friendly Arguments section.,INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1072,SADNESS,I like Tragic Vampire Romance Island.,INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1073,DISGUST,Fashion Island. Everyone shut up!,INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1074,FEAR,Boy Band Island. Hope that's just a phase.,INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1075,JOY,"Say what you want, I think it's all beautiful.",INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1076,WORKER FRITZ,Alright!,INT. HEADQUARTERS - DAYS LATER,"We see many new, multicolored core memories in the Core Memory Holder. The Emotions admire the new Islands of Personality."
1077,WORKER FRITZ,There you go. Your new expanded console is up and running.,INT. HEADQUARTERS - DAYS LATER,"The Emotions turn to see workers at a new, larger console."
1078,JOY,Whoa!,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1079,SADNESS,Whoa!,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1080,FEAR,Whoa!,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1081,ANGER,Whoa!,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1082,DISGUST,Whoa!,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1083,DISGUST,Cool. Upgrade!,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1084,JOY,Ooohh.,INT. HEADQUARTERS - DAYS LATER,The new console lights up.
1085,FEAR,"Hey! Whoa! Whoops, wait. Did I just do that?",INT. HEADQUARTERS - DAYS LATER,Fear leans on the console. BEEP!
1086,DISGUST,(re: a warning light label) Hey guys? What's pub-er-ty?,INT. HEADQUARTERS - DAYS LATER,Fear leans on the console. BEEP!
1087,JOY,I don't know. It's probably not important.,INT. HEADQUARTERS - DAYS LATER,Fear leans on the console. BEEP!
1088,ANGER,Whoa. I have access to the entire Curse Word Library! This new console is the sh--,INT. HEADQUARTERS - DAYS LATER,Fear leans on the console. BEEP!
1089,FEAR,Sorry. I did it again. My bad.,INT. HEADQUARTERS,Fear leans on the console. BEEP!
1090,DISGUST,(pointing to screen) They're getting to the rink!,INT. HEADQUARTERS,Fear leans on the console. BEEP!
1091,DAD,"Now when you get out there, you be aggressive!",INT. HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1092,RILEY,"(embarrassed) I know, Dad.",INT. HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1093,MOM,-- but not too aggressive.,INT. HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1094,RILEY,"You know, you guys don't have to come to every game.",INT. HOCKEY RINK,A pep talk from Riley's parents. We don't see their faces.
1095,DAD,Are you kidding? I'm not missing one! GO FOGHORNS!,INT. HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.
1096,MOM,GO RILEY! FOGHORNS ARE THE BEST!,INT. HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.
1097,RILEY,"Okay, okay. I gotta go.",INT. HOCKEY RINK,REVEAL: Mom and Dad's faces are painted blue and green.
1098,JOY,Awww...,INT. HEADQUARTERS,All the Emotions at the control panel.
1099,FEAR,They love us!,INT. HEADQUARTERS,All the Emotions at the control panel.
1100,ANGER,"Yeah, Mom and Dad are pretty cool.",INT. HEADQUARTERS,All the Emotions at the control panel.
1101,DISGUST,"Guys, of course they are. But we can't SHOW IT!",INT. HEADQUARTERS,All the Emotions at the control panel.
1102,DAD'S FEAR,She loved the face painting!,INT. DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.
1103,DAD'S ANGER,Ha! Told you it was a great idea!,INT. DAD'S HEADQUARTERS,Dad's Emotions cheer. They all have their faces painted. ON THE SCREEN: Mom beams at Dad.
1104,MOM'S ANGER,Best idea he's had in awhile.,INT. MOM'S HEADQUARTERS,All Mom's Emotions are also painted.
1105,MOM'S SADNESS,He's a really good guy.,INT. MOM'S HEADQUARTERS,All Mom's Emotions are also painted.
1106,MOM'S FEAR,Just in case.,INT. MOM'S HEADQUARTERS,They all sigh. Mom's Anger tosses the MEMORY of the Brazilian helicopter pilot. Mom's Fear retrieves it.
1107,RILEY,Oh. Sorry!,INT. HOCKEY RINK,Riley walks towards the ice and bumps into A TEEN BOY. He drops his water bottle. She picks it up for him.
1108,GIRL ALARM,GIRL! GIRL! GIRL!,INT. BOY'S HEADQUARTERS,"A dirty, chaotic room. Stuff everywhere."
1109,RILEY,Uhh... Ooooo-kay. Bye!,INT. HOCKEY RINK,"The boy stands stunned, unable to speak. Riley hands him the water bottle."
1110,HOCKEY TEAMMATE,"All set, Riley?",INT. HOCKEY RINK,"Riley skates out onto the ice, looking back over her shoulder... with a hint of a smile?"
1111,JOY,You ready?,INT. HEADQUARTERS,"Joy and Sadness stand side by side at the new console, flanked by the others."
1112,SADNESS,Yeah!,INT. HEADQUARTERS,"Joy and Sadness stand side by side at the new console, flanked by the others."
1113,JOY,Alright. Let's play some hockey!,INT. HEADQUARTERS,"Joy and Sadness stand side by side at the new console, flanked by the others."
1114,JOY,"All right Anger, take it!",INT. HOCKEY RINK,Riley faces off. The puck drops.
1115,ANGER,Give us that puck or you're dead meat!,INT. HOCKEY RINK,Riley faces off. The puck drops.
1116,FEAR,On our left! On our left!,INT. HOCKEY RINK,Riley gets it!
1117,DISGUST,Let's just try not to get all smelly this time.,INT. HOCKEY RINK,An opponent steals the puck.
1118,SADNESS,"Hooh, Mom and Dad are watching us fail.",INT. HOCKEY RINK,An opponent steals the puck.
1119,ANGER,Not today!,INT. HOCKEY RINK,An opponent steals the puck.
1120,JOY,"We've been through a lot lately, that's for sure. But we still love our girl. She has great new friends, a great new house... things couldn't be better! After all, Riley's 12 now. What could happen?",INT. HOCKEY RINK,Riley regains the puck and skates off with a smile.
